	masse A		
t	x	y	
7,239	29,85	2,279
7,272	28,84	4,387
7,305	27,81	6,631
7,339	26,69	9,066
7,372	25,51	11,44
7,405	24,27	13,62
7,439	22,90	15,67
7,472	21,33	17,32
7,505	19,71	19,12
7,539	18,10	20,42
7,572	16,55	21,58
7,606	14,69	22,41
7,639	12,86	22,88
7,672	10,99	22,98
7,706	9,193	22,95
7,739	7,576	22,85
7,772	5,570	21,71
7,806	3,757	20,39
7,839	1,973	19,50
7,872	0,315	18,52
7,906	-1,419	17,11
7,939	-3,328	15,64
7,972	-5,313	13,82
8,006	-7,126	11,90
8,039	-8,919	9,966
8,073	-10,97	7,700
8,106	-12,49	5,943
8,139	-14,32	3,697
8,173	-16,17	1,621
8,206	-17,67	-0,389
8,239	-19,61	-2,563
8,273	-21,00	-4,620
8,306	-22,56	-6,598
8,339	-24,06	-8,542
8,373	-25,49	-10,02
8,406	-26,97	-11,61
8,439	-28,21	-13,10
8,473	-29,54	-14,31
8,506	-30,83	-15,54
8,540	-31,88	-16,45
8,573	-33,07	-17,35
8,606	-34,19	-17,94
8,640	-35,09	-18,25
8,673	-35,80	-18,62
8,706	-36,83	-18,77
8,740	-37,52	-18,71
8,773	-38,30	-18,45
8,806	-38,90	-17,83
8,840	-39,51	-16,60
8,873	-39,98	-15,88
8,906	-40,52	-15,05
8,940	-41,00	-14,24
8,973	-41,11	-12,74
9,007	-41,51	-11,72
9,040	-41,65	-10,07
9,073	-41,75	-8,377
9,107	-41,65	-6,509
9,140	-41,76	-4,344
9,173	-42,19	-2,788
9,207	-41,53	0,353
9,240	-41,55	2,709
9,273	-41,29	5,095
9,307	-40,93	7,796
9,340	-40,43	10,47
9,373	-39,86	12,64
9,407	-39,32	14,81
9,440	-38,47	17,32
9,474	-37,81	18,77
9,507	-36,79	20,80
9,540	-35,83	22,23
9,574	-34,83	23,39
9,607	-33,70	23,84
9,640	-32,29	24,47
9,674	-30,94	24,45
9,707	-29,50	24,13
9,740	-28,02	23,19
9,774	-26,45	21,97
9,807	-24,79	20,86
9,841	-23,03	19,66
9,874	-21,34	18,07
9,907	-19,59	16,54
9,941	-17,84	14,63
9,974	-15,88	12,88
10,007	-14,10	10,69
10,041	-12,13	9,021
10,074	-10,23	6,870
10,107	-8,325	4,602
10,141	-6,255	2,781
10,174	-4,228	0,625
10,207	-2,443	-1,636
10,241	-0,401	-3,458
10,274	1,727	-5,030
10,308	3,521	-6,955
10,341	5,614	-8,498
10,374	7,587	-10,12
10,408	9,472	-11,40
10,441	11,48	-12,39
10,474	13,33	-13,36
10,508	15,46	-14,26
10,541	17,18	-15,08
10,574	18,88	-15,50
10,608	20,51	-15,81
10,641	22,28	-15,98
10,674	23,74	-16,02
10,708	25,00	-15,96
10,741	26,31	-15,89
10,775	27,56	-15,25
10,808	28,85	-14,14
10,841	29,79	-13,11
10,875	30,67	-12,45
10,908	31,45	-11,44
10,941	32,01	-10,40
10,975	32,43	-9,258
11,008	32,62	-7,842
11,041	32,88	-6,330
11,075	32,85	-4,678
11,108	32,89	-2,760
11,141	32,79	-0,609
11,175	32,29	1,469
11,208	31,70	3,970
11,242	30,78	6,288
11,275	29,88	8,461
11,308	28,78	10,90
11,342	27,76	13,33
11,375	26,57	15,95
11,408	25,14	18,19
11,442	23,67	19,93
